rank,lemma,pos,freq
2351,drago,n,1872
2352,vicolo,n,1871
2353,venti,adj,1869
2354,congelare,v,1868
2355,tecnicamente,adv,1864
2356,coperta,n,1861
2357,madama,n,1861
2358,nobile,adj,1859
2359,cultura,n,1859
2360,chimico,adj,1854
2361,bentornato,n,1852
2362,richiamo,n,1851
2363,banco,n,1851
2364,schiavo,n,1851
2365,saggio,adj,1848
2366,espressione,n,1848
2367,scadere,v,1846
2368,ragionevole,adj,1845
2369,buca,n,1844
2370,organo,n,1844
2371,pulizia,n,1844
2372,calore,n,1839
2373,argento,n,1838
2374,sapore,n,1835
2375,ritardare,v,1835
2376,cabina,n,1829
2377,cardiaco,adj,1827
2378,produzione,n,1825
2379,eccitante,adj,1823
2380,possesso,n,1823
2381,disperare,v,1823
2382,piegare,v,1823
2383,eroina,n,1822
2384,biondo,adj,1822
2385,tumore,n,1822
2386,imperatore,n,1822
2387,confessione,n,1821
2388,unghia,n,1820
2389,invecchiare,v,1818
2390,oscurità,n,1816
2391,rapido,adj,1811
2392,boss,n,1810
2393,stivale,n,1810
2394,nozze,n,1807
2395,cravatta,n,1806
2396,doloroso,adj,1806
2397,trattamento,n,1805
2398,scorrere,v,1805
2399,destinare,v,1805
2400,attrarre,v,1805
2401,trasmissione,n,1803
2402,centimetro,n,1803
2403,soffocare,v,1802
2404,terrorista,n,1801
2405,investigatore,n,1799
2406,aumento,n,1798
2407,spiare,v,1797
2408,fiato,n,1796
2409,sostanza,n,1796
2410,infelice,adj,1795
2411,tecnico,adj,1793
2412,cellula,n,1793
2413,turbare,v,1793
2414,dimensione,n,1791
2415,gigante,adj,1790
2416,targa,n,1790
2417,succo,n,1789
2418,sedile,n,1786
2419,rapimento,n,1782
2420,religione,n,1779
2421,quassù,adv,1778
2422,candidato,n,1778
2423,alibi,n,1777
2424,incrociare,v,1775
2425,precipitare,v,1774
2426,barbaro,n,1772
2427,produttore,n,1771
2428,musico,adj,1771
2429,mucca,n,1769
2430,whisky,n,1767
2431,imputato,n,1764
2432,impulso,n,1764
2433,carattere,n,1763
2434,proibire,v,1763
2435,malvagio,adj,1762
2436,sepolto,adj,1760
2437,avvelenare,v,1759
2438,pacchetto,n,1758
2439,eccellenza,n,1755
2440,volentieri,adv,1753
2441,condanna,n,1752
2442,sparatoria,n,1752
2443,medaglia,n,1752
2444,specifico,adj,1752
2445,forzare,v,1751
2446,riga,n,1750
2447,mister,n,1747
2448,junior,n,1746
2449,letteralmente,adv,1746
2450,consigliere,n,1746
2451,branco,n,1744
2452,detenuto,n,1744
2453,evidente,adj,1741
2454,caramella,n,1741
2455,ripagare,v,1741
2456,atmosfera,n,1740
2457,estremo,adj,1740
2458,scolastico,adj,1739
2459,muscolo,n,1737
2460,adottare,v,1735
2461,parecchio,adv,1733
2462,licenza,n,1732
2463,sensibile,adj,1732
2464,violentare,v,1732
2465,ammalare,v,1732
2466,cappotto,n,1730
2467,stupro,n,1729
2468,affittare,v,1729
2469,ritmo,n,1727
2470,archivio,n,1727
2471,impiegare,v,1726
2472,tocco,n,1724
2473,strategia,n,1724
2474,nervo,n,1720
2475,fosso,n,1719
2476,rapinare,v,1718
2477,pronunciare,v,1718
2478,coma,n,1715
2479,mestiere,n,1715
2480,bandiera,n,1715
2481,protocollo,n,1714
2482,priorità,n,1713
2483,capitolo,n,1711
2484,addestramento,n,1709
2485,corrompere,v,1708
2486,ragionare,v,1708
2487,ricompensa,n,1707
2488,cassaforte,n,1705
2489,elezione,n,1705
2490,affondare,v,1705
2491,esercitare,v,1704
2492,confusione,n,1703
2493,dopotutto,adv,1702
2494,comitato,n,1702
2495,collezione,n,1702
2496,degno,adj,1701
2497,cerebrale,adj,1698
2498,tremendo,adj,1698
2499,puzzare,v,1698
2500,infezione,n,1697
2501,violare,v,1697
2502,frutta,n,1696
2503,orgoglio,n,1696
2504,riprovare,v,1695
2505,secco,adj,1694
2506,pescare,v,1694
2507,spargere,v,1693
2508,vena,n,1692
2509,allegro,adj,1692
2510,allenatore,n,1691
2511,cimitero,n,1690
2512,lesbica,n,1690
2513,dannare,v,1690
2514,incredibilmente,adv,1688
2515,impianto,n,1687
2516,sdraiare,v,1686
2517,paga,n,1684
2518,respingere,v,1683
2519,svelto,adj,1682
2520,linguaggio,n,1681
2521,incantesimo,n,1679
2522,demone,n,1678
2523,ispirare,v,1678
2524,burro,n,1677
2525,romanzo,n,1677
2526,sesto,adj,1675
2527,stipendio,n,1674
2528,cortesia,n,1672
2529,ministero,n,1672
2530,obbedire,v,1669
2531,tempio,n,1668
2532,commento,n,1667
2533,infarto,n,1666
2534,filmare,v,1665
2535,supplicare,v,1663
2536,miniera,n,1662
2537,guardiano,n,1662
2538,attuale,adj,1661
2539,posare,v,1661
2540,abbraccio,n,1660
2541,umiliare,v,1659
2542,balla,n,1658
2543,squalo,n,1657
2544,infanzia,n,1656
2545,percepire,v,1656
2546,emorragia,n,1654
2547,trasferimento,n,1653
2548,tessuto,n,1653
2549,personalità,n,1651
2550,scuro,adj,1651
2551,frutto,n,1650
2552,cuscino,n,1649
2553,tradimento,n,1648
2554,patente,n,1647
2555,ricetta,n,1647
2556,percorso,n,1646
2557,coca,n,1645
2558,gemello,n,1645
2559,considerazione,n,1644
2560,shock,n,1642
2561,settembre,n,1641
2562,asta,n,1641
2563,ossigeno,n,1639
2564,impiegato,n,1638
2565,tigre,n,1638
2566,cuoco,n,1638
2567,implorare,v,1636
2568,cretino,adj,1635
2569,mercoledì,n,1632
2570,pagamento,n,1631
2571,immaginazione,n,1628
2572,spogliare,v,1627
2573,notevole,adj,1625
2574,fatica,n,1624
2575,servo,n,1624
2576,accontentare,v,1623
2577,appunto,adv,1621
2578,battito,n,1619
2579,accento,n,1618
2580,solitario,adj,1617
2581,pattuglia,n,1614
2582,perquisire,v,1614
2583,invisibile,adj,1613
2584,attrezzo,n,1612
2585,e-mail,n,1611
2586,insalata,n,1611
2587,assoluto,adj,1611
2588,sviluppo,n,1610
2589,operativo,adj,1610
2590,giustificare,v,1609
2591,spencer,n,1607
2592,manager,n,1606
2593,operatorio,adj,1606
2594,ambasciatore,n,1606
2595,lira,n,1606
2596,grilletto,n,1604
2597,gang,n,1603
2598,atteggiamento,n,1603
2599,autore,n,1603
2600,insolito,adj,1600
2601,esca,n,1599
2602,volgere,v,1597
2603,cicatrice,n,1595
2604,perdente,n,1594
2605,ago,n,1593
2606,accelerare,v,1590
2607,addirittura,adv,1588
2608,modificare,v,1586
2609,insultare,v,1586
2610,frequenza,n,1585
2611,spacciare,v,1584
2612,villa,n,1581
2613,hamburger,n,1578
2614,guadagno,n,1578
2615,attrezzatura,n,1577
2616,religioso,adj,1577
2617,attentamente,adv,1576
2618,brindisi,n,1575
2619,radiazione,n,1573
2620,avversario,n,1573
2621,ossessionare,v,1573
2622,anniversario,n,1572
2623,materia,n,1571
2624,tuta,n,1571
2625,cavalcare,v,1571
2626,cannone,n,1569
2627,metallo,n,1567
2628,marco,n,1565
2629,disagio,n,1563
2630,tensione,n,1563
2631,veronica,n,1562
2632,rivoluzione,n,1562
2633,fotografico,adj,1562
2634,apporre,v,1561
2635,profondamente,adv,1559
2636,continuamente,adv,1559
2637,neo,n,1559
2638,temporale,adj,1558
2639,istituto,n,1558
2640,lavoratore,n,1558
2641,fisso,adj,1557
2642,dispositivo,n,1556
2643,fallimento,n,1556
2644,scomparso,adj,1556
2645,introdurre,v,1556
2646,compromettere,v,1555
2647,addossare,v,1555
2648,cantina,n,1554
2649,corona,n,1554
2650,passeggero,n,1552
2651,attivo,adj,1551
2652,divergere,v,1550
2653,notturno,adj,1548
2654,plastica,n,1547
2655,celebrare,v,1546
2656,normalmente,adv,1545
2657,tata,n,1544
2658,goccia,n,1542
2659,scaldare,v,1541
2660,scuotere,v,1540
2661,concordare,v,1538
2662,sudare,v,1538
2663,spuntare,v,1538
2664,segreteria,n,1537
2665,sottoporre,v,1537
2666,rovina,n,1535
2667,posteriore,adj,1534
2668,identico,adj,1533
2669,sega,n,1526
2670,canna,n,1526
2671,illuminare,v,1526
2672,mazza,n,1525
2673,egoista,adj,1524
2674,salvatore,n,1524
2675,entusiasta,n,1523
2676,differente,adj,1521
2677,chitarra,n,1520
2678,vincitore,n,1517
2679,dimettere,v,1513
2680,autopsia,n,1512
2681,subire,v,1512
2682,occorrere,v,1510
2683,localizzare,v,1509
2684,amato,adj,1507
2685,crema,n,1504
2686,soffiare,v,1504
2687,statua,n,1503
2688,girl,n,1502
2689,bara,n,1501
2690,caos,n,1500
2691,cauzione,n,1500
2692,stadio,n,1500
2693,domestico,adj,1500
2694,tosto,adj,1500
2695,favola,n,1499
2696,economia,n,1498
2697,vacca,n,1498
2698,tormentare,v,1498
2699,pretendere,v,1497
2700,impatto,n,1495
2701,autorizzazione,n,1495
2702,accedere,v,1495
2703,emettere,v,1495
2704,imbecille,adj,1494
2705,biologico,adj,1489
2706,zuppa,n,1488
2707,grigio,adj,1488
2708,iscrivere,v,1488
2709,vaso,n,1486
2710,asciugamano,n,1486
2711,vistare,v,1483
2712,pranzare,v,1482
2713,foglio,n,1481
2714,deprimere,v,1480
2715,indovino,n,1480
2716,adattare,v,1479
2717,cenere,n,1478
2718,divino,adj,1478
2719,frigo,n,1476
2720,isolato,n,1474
2721,espellere,v,1473
2722,principio,n,1472
2723,trarre,v,1472
2724,cortile,n,1471
2725,bicicletta,n,1470
2726,victoria,n,1468
2727,galleria,n,1465
2728,affamare,v,1465
2729,rissa,n,1464
2730,chiappa,n,1461
2731,virginia,n,1460
2732,zampa,n,1460
2733,pollice,n,1460
2734,drogato,n,1457
2735,vergine,adj,1456
2736,parto,n,1456
2737,record,n,1456
2738,individuare,v,1456
2739,consentire,v,1456
2740,svanire,v,1455
2741,prelevare,v,1454
2742,sentiero,n,1450
2743,investimento,n,1449
2744,freno,n,1449
2745,apertura,n,1448
2746,impressionante,adj,1448
2747,esecuzione,n,1448
2748,promuovere,v,1447
2749,gi,n,1446
2750,connessione,n,1446
2751,sportivo,adj,1446
2752,bang,n,1445
2753,inquietante,adj,1445
2754,vivente,adj,1444
2755,emotivo,adj,1443
2756,promozione,n,1442
2757,sostegno,n,1441
2758,mezzogiorno,n,1440
2759,diversamente,adv,1440
2760,negro,adj,1438
2761,portatile,adj,1436
2762,violazione,n,1435
2763,valutare,v,1434
2764,pompiere,n,1433
2765,intenso,adj,1433
2766,segnalare,v,1432
2767,massaggio,n,1431
2768,uniforme,adj,1430
2769,spagnolo,n,1430
2770,forno,n,1430
2771,asilo,n,1429
2772,influenzare,v,1429
2773,stabile,adj,1428
2774,silenzioso,adj,1428
2775,assistenza,n,1427
2776,cristiano,adj,1426
2777,colonna,n,1425
2778,scontare,v,1425
2779,circo,n,1423
2780,osservazione,n,1422
2781,lettura,n,1422
2782,tour,n,1420
2783,boy,n,1419
2784,messicano,adj,1419
2785,staff,n,1418
2786,collana,n,1418
2787,monaco,n,1418
2788,campeggio,n,1417
2789,iniezione,n,1417
2790,conflitto,n,1416
2791,vanessa,n,1415
2792,distinguere,v,1415
2793,abitante,n,1414
2794,vietare,v,1413
2795,impressionare,v,1412
2796,ingegnere,n,1411
2797,tracciare,v,1411
2798,rischioso,adj,1410
2799,occupato,adj,1409
2800,ricevuta,n,1409
2801,bottone,n,1409
2802,industria,n,1407
2803,disattivare,v,1407
2804,freccia,n,1406
2805,hall,n,1404
2806,pastore,n,1403
2807,imbrogliare,v,1403
2808,acquistare,v,1403
2809,evviva,n,1401
2810,fondamentale,adj,1400
2811,pugnalare,v,1400
2812,beneficenza,n,1399
2813,educazione,n,1399
2814,can,n,1398
2815,scontro,n,1398
2816,cesso,n,1397
2817,stuprare,v,1397
2818,stellare,adj,1396
2819,autostrada,n,1394
2820,cessare,v,1393
2821,gonna,n,1391
2822,certezza,n,1390
2823,menzogna,n,1390
2824,amministrazione,n,1389
2825,giungla,n,1389
2826,liso,adj,1389
2827,sfortuna,n,1388
2828,jersey,n,1387
2829,congresso,n,1387
2830,solare,adj,1387
2831,pestare,v,1386
2832,brivido,n,1385
2833,incoraggiare,v,1385
2834,melissa,n,1384
2835,altrettanto,adv,1383
2836,svuotare,v,1383
2837,immediato,adj,1382
2838,calare,v,1382
2839,avvertimento,n,1381
2840,esplosivo,adj,1380
2841,fraintendere,v,1380
2842,pozzo,n,1379
2843,salsa,n,1378
2844,filmato,n,1378
2845,quota,n,1378
2846,marinaio,n,1375
2847,guerriero,n,1374
2848,missile,n,1374
2849,comporre,v,1374
2850,tenero,adj,1374
2851,profitto,n,1374
2852,circolo,n,1373
2853,intelligenza,n,1372
2854,scheda,n,1372
2855,infastidire,v,1372
2856,oscar,n,1371
2857,avviare,v,1371
2858,munizione,n,1370
2859,indio,n,1370
2860,interferire,v,1370
2861,dovunque,adv,1368
2862,preda,n,1367
2863,seme,n,1366
2864,legittimo,adj,1365
2865,luglio,n,1364
2866,piazza,n,1362
2867,truffa,n,1362
2868,multa,n,1361
2869,fango,n,1359
2870,kit,n,1358
2871,microfono,n,1358
2872,alloggio,n,1357
2873,ingaggiare,v,1356
2874,altrove,adv,1355
2875,astronave,n,1355
2876,satellite,n,1354
2877,trenta,adj,1352
2878,francamente,adv,1352
2879,vodka,n,1352
2880,combinazione,n,1352
2881,casinò,n,1350
2882,boom,n,1350
2883,eccezione,n,1350
2884,stupidaggine,n,1350
2885,morso,n,1350
2886,rottura,n,1349
2887,automatico,adj,1349
2888,ideale,adj,1347
2889,bus,n,1347
2890,zombie,n,1347
2891,difetto,n,1347
2892,quindici,adj,1345
2893,dipendente,n,1345
2894,presentazione,n,1344
2895,pasta,n,1343
2896,ciclo,n,1343
2897,distruzione,n,1342
2898,elementare,adj,1342
2899,lusso,n,1341
2900,descrizione,n,1340
2901,pecora,n,1340
2902,amaro,adj,1340
2903,ansia,n,1339
2904,pero,n,1338
2905,ulteriore,adj,1338
2906,volante,n,1337
2907,movente,n,1337
2908,elenco,n,1336
2909,debolezza,n,1336
2910,unione,n,1335
2911,chiacchierare,v,1335
2912,eccome,adv,1333
2913,mancia,n,1330
2914,appello,n,1328
2915,cristallo,n,1328
2916,individuo,n,1328
2917,valle,n,1327
2918,distribuire,v,1325
2919,pompa,n,1324
2920,cocaina,n,1323
2921,copertina,n,1323
2922,galassia,n,1323
2923,pesare,v,1323
2924,tramonto,n,1321
2925,prudente,adj,1321
2926,colonia,n,1318
2927,petrolio,n,1317
2928,cacca,n,1317
2929,circuito,n,1317
2930,caporale,n,1316
2931,ricostruire,v,1315
2932,confidare,v,1315
2933,marino,adj,1314
2934,comparire,v,1314
2935,profondità,n,1313
2936,tortura,n,1311
2937,scacco,n,1311
2938,avviso,n,1309
2939,associazione,n,1308
2940,concetto,n,1308
2941,risvegliare,v,1308
2942,barista,n,1305
2943,franco,adj,1305
2944,anonimo,adj,1305
2945,fotografo,n,1304
2946,ripartire,v,1304
2947,educare,v,1303
2948,applauso,n,1301
2949,indico,adj,1298
2950,laser,n,1298
2951,cassetto,n,1298
2952,massacrare,v,1298
2953,scioccare,v,1297
2954,maya,n,1296
2955,ciambella,n,1296
2956,evacuare,v,1296
2957,testamento,n,1295
2958,calibro,n,1294
2959,ricoprire,v,1294
2960,mira,n,1292
2961,particolarmente,adv,1292
2962,lama,n,1291
2963,green,n,1290
2964,cronaca,n,1289
2965,costruzione,n,1289
2966,effettuare,v,1289
2967,pallido,adj,1288
2968,spedizione,n,1286
2969,foglia,n,1286
2970,sfondare,v,1286
2971,carità,n,1285
2972,curiosità,n,1285
2973,norma,n,1285
2974,sorprendente,adj,1284
2975,calcolo,n,1284
2976,testare,v,1284
2977,duramente,adv,1283
2978,psichiatra,n,1282
2979,acciaio,n,1279
2980,popolazione,n,1279
2981,emozionare,v,1279
2982,fido,adj,1279
2983,sequenza,n,1278
2984,ragno,n,1277
2985,privo,adj,1276
2986,irruzione,n,1275
2987,gene,n,1272
2988,cecchino,n,1271
2989,menzionare,v,1271
2990,consulente,n,1270
2991,rappresentante,n,1270
2992,distintivo,n,1269
2993,poker,n,1269
2994,cascare,v,1269
2995,rotella,n,1268
2996,accostare,v,1268
2997,equilibrio,n,1267
2998,cranio,n,1266
2999,capra,n,1266
3000,liscio,adj,1266
3001,temporaneo,adj,1265
3002,imbattersi,v,1265
3003,avvolgere,v,1264
3004,fenomeno,n,1262
3005,illusione,n,1262
3006,percorrere,v,1261
3007,imbarazzare,v,1260
3008,digitale,adj,1259
3009,sigillare,v,1259
3010,conferma,n,1258
3011,vario,adj,1258
3012,serratura,n,1257
3013,orrendo,adj,1257
3014,annegare,v,1257
3015,radunare,v,1256
3016,impero,n,1255
3017,negoziare,v,1254
3018,esaurire,v,1254
3019,imporre,v,1254
3020,rapidamente,adv,1253
3021,sentenza,n,1253
3022,costituire,v,1252
3023,biasimare,v,1249
3024,scandalo,n,1248
3025,ape,n,1248
3026,euro,adj,1247
3027,aggressivo,adj,1247
3028,fascino,n,1245
3029,corno,n,1245
3030,invadere,v,1245
3031,carburante,n,1243
3032,suolo,n,1241
3033,privacy,n,1240
3034,sordo,adj,1239
3035,nuvola,n,1239
3036,sindacato,n,1239
3037,sodo,adj,1238
3038,volume,n,1238
3039,timido,adj,1238
3040,brindare,v,1238
3041,strangolare,v,1236
3042,chip,n,1235
3043,calzino,n,1233
3044,giuramento,n,1231
3045,ingoiare,v,1230
3046,gallina,n,1229
3047,basket,n,1228
3048,radice,n,1228
3049,affogare,v,1228
3050,eternità,n,1227
3051,dentista,n,1227
3052,undici,adj,1226
3053,barone,n,1226
3054,prospettiva,n,1226
3055,appassionare,v,1225
3056,copione,n,1224
3057,campus,n,1223
3058,gita,n,1222
3059,penale,adj,1222
3060,fetta,n,1222
3061,confrontare,v,1222
3062,pirata,n,1220
3063,genetico,adj,1220
3064,sorgere,v,1220
3065,spasso,n,1219
3066,fumetto,n,1219
3067,elefante,n,1218
3068,acquisto,n,1217
3069,accademia,n,1216
3070,portale,n,1216
3071,allucinazione,n,1215
3072,banana,n,1215
3073,stampare,v,1215
3074,sede,n,1214
3075,alternativo,adj,1213
3076,alternativa,n,1210
3077,infine,adv,1210
3078,lampada,n,1210
3079,cuocere,v,1209
3080,campionato,n,1208
3081,sottile,adj,1208
3082,partorire,v,1208
3083,giugno,n,1207
3084,storico,adj,1207
3085,manipolare,v,1206
3086,applicare,v,1206
3087,asciugare,v,1206
3088,fulmine,n,1205
3089,ostacolo,n,1205
3090,tossico,adj,1205
3091,finn,n,1204
3092,sottovalutare,v,1203
3093,creativo,adj,1202
3094,clinico,adj,1202
3095,irlandese,adj,1201
3096,amichevole,adj,1200
3097,dieta,n,1199
3098,giochetto,n,1198
3099,falla,n,1198
3100,zoo,n,1197
3101,balena,n,1197
3102,cassia,n,1196
3103,riscontro,n,1196
3104,autentico,adj,1196
3105,alcolico,adj,1195
3106,magro,adj,1194
3107,cantante,n,1192
3108,gravidanza,n,1192
3109,insinuare,v,1192
3110,consapevole,adj,1191
3111,frenare,v,1191
3112,mina,n,1191
3113,dipinto,n,1190
3114,chirurgia,n,1190
3115,sigaro,n,1190
3116,scoperta,n,1189
3117,sollievo,n,1189
3118,sindrome,n,1189
3119,risparmio,n,1189
3120,disordine,n,1189
3121,atterraggio,n,1188
3122,supermercato,n,1188
3123,noia,n,1188
3124,intercettare,v,1188
3125,letale,adj,1187
3126,sobrio,adj,1187
3127,serial,n,1186
3128,assassinio,n,1186
3129,tacchino,n,1186
3130,adolescente,n,1186
3131,valutazione,n,1185
3132,capitale,n,1184
3133,indiano,n,1184
3134,mafia,n,1183
3135,day,n,1183
3136,amministratore,n,1183
3137,pompare,v,1183
3138,marziale,adj,1183
3139,top,adj,1182
3140,volontario,adj,1182
3141,isolamento,n,1181
3142,consumare,v,1180
3143,terrore,n,1179
3144,femminuccia,n,1179
3145,sirena,n,1179
3146,allergico,adj,1179
3147,immobiliare,adj,1178
3148,pallone,n,1178
3149,sporcare,v,1178
3150,reverendo,adj,1177
3151,ciccione,n,1176
3152,fungo,n,1176
3153,umorismo,n,1175
3154,marrone,n,1174
3155,lealtà,n,1173
3156,tenuta,n,1172
3157,ambasciata,n,1172
3158,caviglia,n,1172
3159,alcool,n,1171
3160,anziano,n,1169
3161,perimetro,n,1169
3162,infiltrarsi,v,1169
3163,oltrepassare,v,1169
3164,riattaccare,v,1169
3165,zaino,n,1168
3166,frammento,n,1168
3167,parare,v,1168
3168,ottobre,n,1167
3169,accordare,v,1167
3170,salvataggio,n,1166
3171,fagiolo,n,1166
3172,seguente,adj,1166
3173,connettere,v,1164
3174,generare,v,1163
3175,affetto,n,1161
3176,deposizione,n,1160
3177,garanzia,n,1160
3178,musicale,adj,1159
3179,pagano,adj,1158
3180,babysitter,n,1158
3181,musicista,n,1158
3182,baffo,n,1157
3183,inferiore,adj,1157
3184,vantare,v,1157
3185,civiltà,n,1156
3186,commedia,n,1156
3187,esplorare,v,1156
3188,televisivo,adj,1156
3189,notiziario,n,1155
3190,beva,n,1154
3191,duca,n,1154
3192,vagare,v,1154
3193,cesare,n,1152
3194,compassione,n,1152
3195,benedizione,n,1152
3196,ira,n,1151
3197,sacchetto,n,1151
3198,biancheria,n,1150
3199,maggio,n,1150
3200,arruolare,v,1150
3201,turista,n,1149
3202,appetito,n,1146
3203,soggiorno,n,1146
3204,orrore,n,1146
3205,effettivamente,adv,1145
3206,chiusura,n,1144
3207,manica,n,1144
3208,dignità,n,1143
3209,orbita,n,1143
3210,formula,n,1143
3211,dominare,v,1143
3212,sbarra,n,1142
3213,cognato,n,1142
3214,carrozza,n,1141
3215,maturo,adj,1141
3216,trono,n,1140
3217,maglia,n,1140
3218,contadino,n,1140
3219,udire,v,1139
3220,riscaldare,v,1139
3221,assenza,n,1138
3222,martello,n,1137
3223,certificato,n,1137
3224,scotch,n,1136
3225,laurea,n,1136
3226,tragico,adj,1136
3227,pratico,adj,1136
3228,rimpiazzare,v,1136
3229,salutare,adj,1135
3230,coro,n,1135
3231,laureare,v,1135
3232,leale,adj,1133
3233,formazione,n,1132
3234,arco,n,1132
3235,misurare,v,1132
3236,riferimento,n,1131
3237,controllato,adj,1131
3238,installare,v,1131
3239,depressione,n,1130
3240,gire,v,1130
3241,fotografare,v,1130
3242,vulnerabile,adj,1129
3243,costola,n,1128
3244,fidanzamento,n,1126
3245,grazioso,adj,1126
3246,tristezza,n,1125
3247,evidentemente,adv,1123
3248,aio,n,1123
3249,tregua,n,1122
3250,perseguitare,v,1122
3251,facoltà,n,1120
3252,mito,n,1120
3253,faro,n,1119
3254,aglio,n,1119
3255,ingiusto,adj,1118
3256,donatore,n,1118
3257,chef,n,1117
3258,potenziale,n,1116
3259,maschile,adj,1116
3260,torcia,n,1116
3261,codardo,adj,1114
3262,necessità,n,1113
3263,abuso,n,1113
3264,suggerimento,n,1112
3265,tollerare,v,1112
3266,litro,n,1111
3267,frattura,n,1111
3268,prato,n,1110
3269,ricavare,v,1110
3270,verso,n,1108
3271,flusso,n,1108
3272,continuazione,n,1105
3273,apparecchio,n,1105
3274,mobile,adj,1105
3275,fortunatamente,adv,1104
3276,britannico,adj,1102
3277,divisa,n,1101
3278,jeans,n,1099
3279,mensa,n,1099
3280,convivere,v,1099
3281,masticare,v,1099
3282,sasso,n,1098
3283,cocktail,n,1097
3284,vernice,n,1097
3285,frontiera,n,1097
3286,logico,adj,1097
3287,copiare,v,1097
3288,ricattare,v,1097
3289,spazzare,v,1097
3290,repubblica,n,1096
3291,appropriare,v,1096
3292,lega,n,1095
3293,robbia,n,1095
3294,greco,adj,1095
3295,arrogante,adj,1094
3296,incidere,v,1094
3297,girato,n,1093
3298,apparentemente,adv,1092
3299,innervosire,v,1092
3300,visitatore,n,1091
3301,sopravvivenza,n,1090
3302,sottofondo,n,1090
3303,appoggio,n,1090
3304,psicologico,adj,1090
3305,sedurre,v,1090
3306,out,n,1089
3307,infermeria,n,1089
3308,schiantare,v,1089
3309,filare,v,1089
3310,magnetico,adj,1088
3311,cotta,n,1086
3312,recentemente,adv,1085
3313,finestrino,n,1085
3314,moro,adj,1084
3315,confuso,adj,1084
3316,ospitare,v,1084
3317,compilare,v,1083
3318,penetrare,v,1081
3319,coinquilino,n,1079
3320,alieno,n,1078
3321,gravità,n,1078
3322,navetta,n,1078
3323,pasticcio,n,1078
3324,furioso,adj,1078
3325,rigido,adj,1078
3326,finto,adj,1078
3327,tribù,n,1077
3328,spostato,n,1076
3329,tennis,n,1076
3330,sgualdrina,n,1076
3331,tonnellata,n,1076
3332,chiacchierata,n,1075
3333,routine,n,1074
3334,nausea,n,1074
3335,definitivo,adj,1074
3336,eleggere,v,1073
3337,riparo,n,1071
3338,professione,n,1070
3339,acceso,adj,1070
3340,divorare,v,1070
3341,solido,adj,1069
3342,vagina,n,1068
3343,estraneo,n,1068
3344,regolare,adj,1066
3345,psichiatrico,adj,1066
3346,esausto,adj,1066
3347,provino,n,1065
3348,truccare,v,1065
3349,sire,n,1064
3350,panno,n,1064
3351,convocare,v,1063
3352,allargare,v,1063
3353,ricercare,v,1061
3354,lavanderia,n,1060
3355,muso,n,1060
3356,obbligo,n,1060
3357,estivo,adj,1060
3358,governare,v,1060
3359,ritiro,n,1058
3360,azzurro,adj,1058
3361,esitare,v,1058
3362,estendere,v,1058
3363,bizzarro,adj,1057
3364,calcolare,v,1057
3365,accertare,v,1057
3366,vomito,n,1056
3367,disgrazia,n,1056
3368,luminoso,adj,1056
3369,sforzare,v,1055
3370,sereno,adj,1054
3371,aprile,n,1053
3372,obitorio,n,1052
3373,fattore,n,1052
3374,nodo,n,1052
3375,clan,n,1051
3376,torneo,n,1051
3377,marte,n,1051
3378,patria,n,1050
3379,riva,n,1050
3380,festival,n,1049
3381,recare,v,1049
3382,razzo,n,1048
3383,rimorchiare,v,1048
3384,pervertito,n,1045
3385,azzardo,n,1045
3386,investigare,v,1045
3387,riaprire,v,1043
3388,invitato,n,1042
3389,distrettuale,adj,1042
3390,fama,n,1041
3391,diploma,n,1041
3392,stradale,adj,1041
3393,botta,n,1040
3394,autunno,n,1040
3395,madonna,n,1040
3396,celebrità,n,1039
3397,tacco,n,1039
3398,binario,n,1039
3399,decente,adj,1038
3400,aquila,n,1038
3401,aggrappare,v,1038
3402,morbido,adj,1037
3403,flirtare,v,1037
3404,sceneggiatura,n,1035
3405,nuovamente,adv,1034
3406,seminterrato,n,1034
3407,severo,adj,1034
3408,bollente,adj,1033
3409,suora,n,1033
3410,privilegio,n,1032
3411,critico,adj,1032
3412,agosto,n,1031
3413,poeta,n,1031
3414,sfera,n,1031
3415,regione,n,1030
3416,distante,adj,1030
3417,avenue,n,1029
3418,rovesciare,v,1029
3419,esibire,v,1029
3420,psicopatico,adj,1028
3421,privare,v,1028
3422,barzelletta,n,1027
3423,etichetta,n,1026
3424,bistecca,n,1025
3425,finanziare,v,1025
3426,legato,adj,1024
3427,striscia,n,1024
3428,estero,adj,1023
3429,jet,n,1023
3430,collaborazione,n,1023
3431,trapianto,n,1023
3432,addirsi,v,1023
3433,intromettere,v,1021
3434,satana,n,1020
3435,nebbia,n,1020
3436,macellaio,n,1020
3437,stressare,v,1020
3438,alquanto,adv,1019
3439,verdetto,n,1019
3440,animo,n,1019
3441,cacchio,n,1017
3442,caverna,n,1017
3443,ditta,n,1016
3444,sostituto,n,1016
3445,incriminare,v,1016
3446,rimpiangere,v,1016
3447,numeroso,adj,1015
3448,talpa,n,1014
3449,casco,n,1014
3450,rancore,n,1014
3451,eredità,n,1012
3452,sfortunato,adj,1012
3453,commercio,n,1011
3454,efficace,adj,1011
3455,salsiccia,n,1011
3456,pigiama,n,1006
3457,aggirare,v,1005
3458,onde,adv,1004
3459,shopping,n,1004
3460,paraggio,n,1003
3461,tartaruga,n,1003
3462,spassare,v,1003
